,Filename,Language,Entropy,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,English_Stopwords_and,English_Stopwords_are,English_Stopwords_be,English_Stopwords_but,English_Stopwords_for,English_Stopwords_from,English_Stopwords_have,English_Stopwords_in,English_Stopwords_is,English_Stopwords_it,English_Stopwords_no,English_Stopwords_not,English_Stopwords_of,English_Stopwords_that,English_Stopwords_the,English_Stopwords_this,English_Stopwords_to,English_Stopwords_with,French_Stopwords_au,French_Stopwords_avec,French_Stopwords_ce,French_Stopwords_de,French_Stopwords_des,French_Stopwords_elle,French_Stopwords_et,French_Stopwords_est,French_Stopwords_il,French_Stopwords_je,French_Stopwords_la,French_Stopwords_le,French_Stopwords_les,French_Stopwords_mais,French_Stopwords_ou,French_Stopwords_par,French_Stopwords_pas,French_Stopwords_plus,French_Stopwords_pour,French_Stopwords_que,French_Stopwords_qui,French_Stopwords_si,French_Stopwords_sur,French_Stopwords_un,French_Stopwords_une,italian_Stopwords_e,italian_Stopwords_di,italian_Stopwords_il,italian_Stopwords_la,italian_Stopwords_lo,italian_Stopwords_i,italian_Stopwords_gli,italian_Stopwords_le,italian_Stopwords_che,italian_Stopwords_in,italian_Stopwords_vi,italian_Stopwords_si,italian_Stopwords_per,italian_Stopwords_ma,italian_Stopwords_con,italian_Stopwords_un,italian_Stopwords_una,italian_Stopwords_su,italian_Stopwords_non,italian_Stopwords_questo,italian_Stopwords_quello,spanish_Stopwords_y,spanish_Stopwords_de,spanish_Stopwords_la,spanish_Stopwords_las,spanish_Stopwords_el,spanish_Stopwords_los,spanish_Stopwords_que,spanish_Stopwords_a,spanish_Stopwords_en,spanish_Stopwords_no,spanish_Stopwords_un,spanish_Stopwords_unos,spanish_Stopwords_es,spanish_Stopwords_con,spanish_Stopwords_por,spanish_Stopwords_para,spanish_Stopwords_del,spanish_Stopwords_se,spanish_Stopwords_lo,spanish_Stopwords_pero,spanish_Stopwords_como,spanish_Stopwords_su,spanish_Stopwords_al,spanish_Stopwords_me,spanish_Stopwords_le,spanish_Stopwords_tener,spanish_Stopwords_sin
56,007.docx,french,4.016231776858415,0.0765904879555281,0.010088532015647519,0.02635371628577311,0.03767757875231625,0.15832818612312127,0.01441218859378217,0.006382540662960675,0.006176652254478073,0.08091414453366276,0.00926497838171711,0.0,0.0675313979822936,0.033353922174181594,0.06959028206711962,0.05538398188182005,0.028412600370599134,0.013794523368334363,0.07082561251801524,0.06547251389746757,0.07720815318097592,0.0681490632077414,0.017500514721021206,0.0,0.0032942145357216387,0.002882437718756434,0.00041177681696520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,70,8,14,27,2,16,4,44,22,8,3,5,7,4,4,11,18,6,4,5,5,6,0,0,16,44,0,0,0,22,0,0,0,4,0,2,0,5,0,0,0,0,0,2,70,44,0,0,0,18,2,16,0,5,0,0,0,0,0,0,10,0,0,0,0,0,2,22,0,0
57,008.docx,french,4.045139074276053,0.08714362560516406,0.010220548682087143,0.027434104357181282,0.03496503496503497,0.14523937600860679,0.008606777837547068,0.0032275416890801506,0.009682625067240451,0.08015061861215707,0.008068854222700376,0.0,0.05917159763313609,0.03604088219472835,0.07423345884884347,0.046261430876815494,0.03657880580957504,0.01506186121570737,0.06831629908552986,0.07907477138246369,0.06939214631522324,0.06885422270037654,0.022592791823561054,0.0,0.0037654653039268424,0.0032275416890801506,0.0016137708445400753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,24,1,6,4,4,8,4,11,8,4,3,2,3,3,2,10,5,5,1,0,6,2,0,0,8,11,0,0,0,8,0,0,0,1,0,1,0,6,0,0,0,0,0,1,24,11,0,0,0,5,1,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,0
58,009.docx,french,4.002112964492407,0.07965043695380775,0.008489388264669164,0.031210986267166042,0.03520599250936329,0.16229712858926343,0.010237203495630462,0.009488139825218476,0.005493133583021223,0.07565543071161049,0.01373283395755306,0.0,0.04918851435705368,0.03845193508114857,0.07166042446941323,0.04868913857677903,0.03046192259675406,0.012484394506866416,0.06816479400749063,0.09288389513108614,0.07191011235955057,0.0651685393258427,0.013233458177278402,0.0,0.0032459425717852684,0.0022471910112359553,0.0004993757802746567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,7,37,8,1,9,3,6,27,17,18,11,2,3,3,6,6,10,13,4,6,3,10,8,0,0,6,17,0,0,0,18,0,0,0,6,0,6,0,10,0,0,2,0,0,2,37,17,0,0,0,13,3,12,0,10,0,0,0,0,0,0,4,0,0,0,0,0,16,18,0,0
59,010.docx,french,4.033860920358958,0.08174204355108877,0.009715242881072027,0.03484087102177554,0.04589614740368509,0.152428810720268,0.010385259631490788,0.009715242881072027,0.006030150753768844,0.0659966499162479,0.007370184254606365,0.0006700167504187605,0.04824120603015075,0.03819095477386935,0.07939698492462312,0.05226130653266332,0.02780569514237856,0.01306532663316583,0.06499162479061976,0.08944723618090453,0.07035175879396985,0.07135678391959799,0.011055276381909548,0.00033500837520938025,0.0033500837520938024,0.0020100502512562816,0.0010050251256281408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,40,19,1,15,1,6,2,12,9,7,3,6,3,4,2,3,6,1,1,10,4,3,0,0,6,12,0,0,0,9,0,0,0,1,0,6,0,4,0,0,0,0,0,4,40,12,0,0,0,6,4,9,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,9,0,0
60,011.docx,french,4.062906592153885,0.08715415019762845,0.010671936758893281,0.031225296442687747,0.036758893280632414,0.15,0.010671936758893281,0.009288537549407115,0.007905138339920948,0.07727272727272727,0.012845849802371542,0.0003952569169960474,0.04940711462450593,0.030039525691699605,0.07213438735177866,0.051976284584980235,0.03339920948616601,0.015019762845849802,0.06976284584980237,0.08300395256916997,0.06818181818181818,0.06699604743083004,0.016403162055335967,0.0003952569169960474,0.005335968379446641,0.002173913043478261,0.0003952569169960474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,45,16,1,19,2,11,30,31,12,9,9,6,9,10,2,7,18,7,2,5,11,9,0,0,11,31,0,0,0,12,0,0,0,2,0,7,0,11,0,0,0,0,0,1,45,31,0,0,0,18,8,20,0,11,0,0,0,0,0,0,5,0,0,0,0,0,8,12,0,0
61,012.docx,french,4.056191718219741,0.06040471156750227,0.008154636061612805,0.036846874056176385,0.03805496828752643,0.15795832074901842,0.014195107218363033,0.008154636061612805,0.01147689519782543,0.07067351253397765,0.003624282694050136,0.0006040471156750226,0.057988523104802174,0.025974025974025976,0.06584113560857748,0.05678042887345213,0.03171247357293869,0.009664753850800362,0.08849290244639083,0.08456659619450317,0.07188160676532769,0.06372697070371489,0.014799154334038054,0.0,0.0045303533675626695,0.0030202355783751134,0.0015101177891875567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,40,15,1,29,6,2,0,18,14,15,1,6,3,6,0,4,6,4,0,1,9,12,0,0,2,18,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,1,40,18,0,0,0,6,1,5,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0
62,013.docx,french,4.0497813443295065,0.07165801828514949,0.007412898443291327,0.03904126513466766,0.04151223128243143,0.1596244131455399,0.009883864591055103,0.014084507042253521,0.00716580182851495,0.07437608104768964,0.001729676303434643,0.0007412898443291327,0.055349641709908574,0.027674820854954287,0.07289350135903139,0.0551025450951322,0.029651593773165306,0.008895478131949592,0.07511737089201878,0.08228317272053373,0.07190511489992588,0.05806770447244873,0.015072893501359031,0.0,0.006918705213738572,0.0037064492216456633,0.001235483073881888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,55,26,0,22,10,6,0,27,12,15,2,6,5,6,3,4,6,3,6,4,12,17,0,0,6,27,0,0,0,12,0,0,0,6,0,0,0,12,0,0,2,0,0,0,55,27,0,0,0,6,2,5,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0
63,014.docx,french,4.03323008338596,0.0721338453099287,0.005211190345584202,0.04004388370817334,0.042238069116840374,0.143993417443774,0.013713658804168952,0.01426220515633571,0.007679648930334613,0.09407569939659902,0.0010970927043335162,0.0005485463521667581,0.06253428414701043,0.030444322545255073,0.0850246845858475,0.055951727921009324,0.03291278113000549,0.009599561162918267,0.05375754251234229,0.08447613823368075,0.07871640153592979,0.042238069116840374,0.00877674163466813,0.00027427317608337906,0.004114097641250686,0.0019199122325836533,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,36,27,2,22,4,0,0,21,13,17,2,5,6,1,2,9,5,12,0,3,6,4,0,0,0,21,0,0,0,13,0,0,0,0,0,0,0,6,0,0,1,0,0,2,36,21,0,0,0,5,2,8,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0
64,015.docx,french,4.076908115994454,0.0785088957921491,0.0073425585992657446,0.03501835639649816,0.04603219429539678,0.1468511719853149,0.011296243998870376,0.01412030499858797,0.010449025698955098,0.0827449872917255,0.002824060999717594,0.001412030499858797,0.059305280994069474,0.031064670996893532,0.08076814459192319,0.05111550409488845,0.031629483196837054,0.0073425585992657446,0.06664783959333521,0.08076814459192319,0.07286077379271393,0.04857384919514261,0.011296243998870376,0.0008472182999152782,0.005648121999435188,0.0036712792996328723,0.0005648121999435188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,44,17,0,20,0,0,0,15,14,21,1,4,6,1,9,6,2,5,1,3,8,3,0,0,0,15,0,0,0,14,0,0,0,1,0,0,0,8,0,0,1,0,0,0,44,15,0,0,0,2,12,12,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0
65,document_1.docx,french,3.987336833341527,0.07643549589858314,0.009694258016405667,0.04325130499627144,0.02982848620432513,0.15324384787472037,0.013422818791946308,0.01640566741237882,0.013049962714392245,0.08128262490678598,0.0037285607755406414,0.0,0.03206562266964952,0.023862788963460103,0.07606263982102908,0.05965697240865026,0.0343027591349739,0.005965697240865026,0.12602535421327368,0.0488441461595824,0.07345264727815064,0.047725577926920205,0.024608501118568233,0.0,0.004847129008202834,0.0011185682326621924,0.0011185682326621924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,document_10.docx,french,3.9808215372011992,0.06393568147013783,0.01110260336906585,0.03828483920367534,0.020673813169984685,0.15084226646248086,0.01454823889739663,0.012633996937212864,0.012633996937212864,0.08575803981623277,0.0049770290964777945,0.0,0.03943338437978561,0.029479326186830017,0.07006125574272588,0.06393568147013783,0.03713629402756508,0.0049770290964777945,0.12595712098009187,0.05819295558958652,0.08269525267993874,0.045941807044410414,0.019525267993874426,0.0,0.005359877488514548,0.0015313935681470138,0.00038284839203675346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
67,document_2.docx,french,3.991898157278198,0.0656188605108055,0.011394891944990177,0.03693516699410609,0.03143418467583497,0.15324165029469547,0.016895874263261296,0.014538310412573674,0.01100196463654224,0.07819253438113949,0.002357563850687623,0.0,0.03575638506876228,0.027897838899803535,0.07072691552062868,0.06758349705304519,0.03457760314341847,0.007465618860510805,0.13595284872298624,0.05304518664047151,0.06483300589390963,0.052652259332023575,0.01925343811394892,0.0,0.005108055009823182,0.00275049115913556,0.0007858546168958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
68,document_3.docx,french,3.992246005823423,0.07407407407407407,0.010416666666666666,0.04282407407407408,0.02546296296296296,0.16165123456790123,0.015432098765432098,0.01890432098765432,0.011959876543209876,0.07407407407407407,0.003472222222222222,0.0,0.040123456790123455,0.034722222222222224,0.06558641975308642,0.05941358024691358,0.03279320987654321,0.005401234567901234,0.12924382716049382,0.05324074074074074,0.06095679012345679,0.05324074074074074,0.019290123456790122,0.0,0.005401234567901234,0.0019290123456790122,0.00038580246913580245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
69,document_4.docx,french,3.976166719839561,0.07022900763358779,0.013740458015267175,0.037022900763358776,0.028244274809160305,0.16564885496183207,0.013740458015267175,0.014885496183206106,0.00916030534351145,0.07709923664122137,0.004580152671755725,0.0,0.04541984732824427,0.031297709923664124,0.06870229007633588,0.05381679389312977,0.033206106870229006,0.007633587786259542,0.12938931297709924,0.051908396946564885,0.06679389312977099,0.05152671755725191,0.020610687022900764,0.0,0.003816793893129771,0.0015267175572519084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
70,document_5.docx,french,4.004808134107507,0.07121096725057122,0.010662604722010662,0.04607768469154608,0.025894897182025894,0.14737242955064736,0.019801980198019802,0.009900990099009901,0.018659558263518658,0.07806549885757806,0.00456968773800457,0.0,0.028941355674028942,0.030464584920030464,0.06854531607006854,0.0654988575780655,0.039223153084539226,0.005331302361005331,0.13214013709063213,0.052170601675552174,0.06283320639756283,0.05864432597105865,0.016374714394516376,0.0,0.00456968773800457,0.001904036557501904,0.0011424219345011425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
71,document_6.docx,french,3.9880608229844072,0.07426856714178545,0.012753188297074268,0.0450112528132033,0.028132033008252063,0.15491372843210802,0.01837959489872468,0.012003000750187547,0.014253563390847712,0.072768192048012,0.00450112528132033,0.0,0.03900975243810953,0.030007501875468866,0.06826706676669167,0.058514628657164294,0.0345086271567892,0.0037509377344336083,0.1342835708927232,0.050637659414853715,0.07126781695423856,0.047261815453863466,0.01837959489872468,0.0,0.004876219054763691,0.002250562640660165,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
72,document_7.docx,french,3.961250093784754,0.06263982102908278,0.01267710663683818,0.04436987322893363,0.023117076808351976,0.15958240119313946,0.014914243102162566,0.013049962714392245,0.010439970171513796,0.07531692766592095,0.005219985085756898,0.0,0.030574198359433258,0.03169276659209545,0.06711409395973154,0.06674123788217748,0.035794183445190156,0.007457121551081283,0.13982102908277405,0.05331841909023117,0.06785980611483967,0.05592841163310962,0.017524235645041013,0.0,0.003355704697986577,0.0011185682326621924,0.0003728560775540641,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
73,document_8.docx,french,3.9787006156854683,0.07286527514231499,0.00872865275142315,0.03681214421252372,0.026565464895635674,0.15483870967741936,0.014800759013282733,0.011385199240986717,0.011005692599620493,0.076280834914611,0.003415559772296015,0.0,0.038330170777988615,0.03415559772296015,0.06869070208728653,0.0603415559772296,0.03681214421252372,0.008349146110056925,0.1347248576850095,0.05085388994307401,0.07362428842504744,0.04971537001897533,0.02049335863377609,0.0,0.003415559772296015,0.0030360531309297912,0.0007590132827324478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,4,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0
74,document_9.docx,french,3.97463593922794,0.07292062286365363,0.007975693125712115,0.04519559437903532,0.023547284466388152,0.15609570831750855,0.0189897455374098,0.011014052411697683,0.013292821876186859,0.07102164830991264,0.006456513482719331,0.0,0.03570072161033042,0.030383592859855677,0.07254082795290544,0.060007595898214965,0.03342195214584125,0.0060767185719711354,0.12913026965438662,0.05013292821876187,0.0748195974173946,0.06038739080896316,0.015191796429927839,0.0,0.003418154196733764,0.0018989745537409798,0.00037979491074819596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,FR_1.docx,french,4.025287148405087,0.06878048780487805,0.008292682926829269,0.04439024390243902,0.033658536585365856,0.1475609756097561,0.01024390243902439,0.011463414634146341,0.01024390243902439,0.08170731707317073,0.000975609756097561,0.00024390243902439024,0.06268292682926829,0.037560975609756096,0.0773170731707317,0.05341463414634146,0.033902439024390246,0.00878048780487805,0.06195121951219512,0.09170731707317073,0.07585365853658536,0.058780487804878045,0.007317073170731708,0.00024390243902439024,0.0031707317073170734,0.004878048780487805,0.0007317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,49,13,0,12,9,1,0,19,13,23,1,12,2,2,12,11,9,3,3,4,12,13,0,0,1,19,0,0,0,13,0,0,0,3,0,0,0,12,0,0,0,0,0,3,49,19,0,0,0,9,1,8,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0
76,FR_10.docx,french,4.0041121667205655,0.07855058365758755,0.008025291828793774,0.0313715953307393,0.04839494163424125,0.16318093385214008,0.01580739299610895,0.011429961089494163,0.005350194552529183,0.07563229571984435,0.0019455252918287938,0.002188715953307393,0.07198443579766536,0.03526264591439689,0.07757782101167315,0.05374513618677043,0.02504863813229572,0.008511673151750972,0.07052529182879377,0.07101167315175097,0.07003891050583658,0.054717898832684825,0.005836575875486381,0.0,0.0038910505836575876,0.0029182879377431907,0.00024319066147859923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,60,19,8,30,15,0,0,57,23,21,2,2,2,1,1,3,3,7,0,6,3,2,0,0,0,57,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,57,0,0,0,3,1,16,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0
77,fr_100.docx,french,3.9978328392962728,0.07856109158569362,0.004341534008683068,0.03514575149886293,0.046929915236716975,0.15195369030390737,0.017366136034732273,0.011577424023154847,0.0045482737233822615,0.07959479015918958,0.0033078354351870993,0.0,0.06657018813314038,0.025635724622700022,0.09365309075873475,0.05788712011577424,0.03225139549307422,0.009510026876162911,0.04879057266900972,0.08000826958858796,0.08124870787678314,0.04672317552201778,0.013024602026049204,0.0,0.0031010957204879058,0.003721314864585487,0.0002067397146991937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,57,25,4,27,17,3,0,38,19,20,2,13,9,7,3,5,5,5,0,1,10,7,0,0,3,38,0,0,0,19,0,1,0,0,0,0,0,10,0,0,0,0,0,1,57,38,0,0,0,5,1,11,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0
78,FR_11.docx,french,4.03230751846856,0.08660035108250438,0.007801833430856251,0.029256875365710942,0.04154476301930954,0.1486249268578116,0.012677979325141408,0.011312658474741564,0.00994733762434172,0.06592549249073533,0.0009752291788570314,0.0015603666861712503,0.07099668422079189,0.029646967037253755,0.07489760093622001,0.054222742344450944,0.03081724205188219,0.008972108445484689,0.0653403549834211,0.09732787204993174,0.07138677589233469,0.055978154866393605,0.007996879266627658,0.0007801833430856252,0.005071191730056563,0.004681100058513751,0.001365320850399844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,55,36,0,31,4,1,0,48,18,53,2,13,9,0,11,5,3,5,1,4,1,5,1,0,1,48,0,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,55,48,0,0,0,3,0,17,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0
79,fr_111.docx,french,4.006991415694068,0.07746196957566052,0.007806244995996798,0.032025620496397116,0.04523618895116093,0.15512409927942353,0.004803843074459567,0.01721377101681345,0.009607686148919135,0.07085668534827862,0.0038030424339471577,0.00040032025620496394,0.05244195356285028,0.025620496397117692,0.08486789431545236,0.05144115292233787,0.044635708566853484,0.01120896717373899,0.0688550840672538,0.08146517213771017,0.08006405124099279,0.05704563650920737,0.008807045636509208,0.0008006405124099279,0.001801441152922338,0.002602081665332266,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,51,25,0,9,19,8,0,26,29,11,1,9,6,1,5,11,2,8,1,4,12,11,1,0,8,26,0,0,0,29,0,0,0,1,0,0,0,12,0,0,5,0,0,0,51,26,0,0,0,2,1,25,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,29,0,0
80,FR_12.docx,french,4.029454510222076,0.08563074352548036,0.009398496240601503,0.036131996658312446,0.04239766081871345,0.15162907268170425,0.014619883040935672,0.010442773600668337,0.003968253968253968,0.07121971595655806,0.0010442773600668337,0.0006265664160401002,0.06537176274018379,0.02944862155388471,0.07581453634085213,0.05513784461152882,0.02819548872180451,0.01086048454469507,0.06328320802005012,0.08563074352548036,0.07832080200501253,0.05430242272347535,0.009398496240601503,0.0,0.005430242272347535,0.0043859649122807015,0.001670843776106934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,63,28,2,32,18,3,0,42,27,18,3,7,17,0,14,2,8,2,0,4,8,9,2,0,3,42,0,0,0,27,0,0,0,0,0,0,0,8,0,0,0,0,0,1,63,42,0,0,0,8,1,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
81,FR_13.docx,french,4.038330247671129,0.08756875687568758,0.009680968096809682,0.03498349834983498,0.04136413641364137,0.15071507150715072,0.014301430143014302,0.011881188118811881,0.00572057205720572,0.07172717271727173,0.0008800880088008801,0.00044004400440044003,0.06490649064906491,0.02706270627062706,0.07612761276127612,0.053465346534653464,0.0297029702970297,0.011881188118811881,0.06336633663366337,0.08250825082508251,0.08008800880088009,0.05500550055005501,0.00946094609460946,0.0,0.005280528052805281,0.0044004400440044,0.0013201320132013201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,61,19,2,32,18,3,0,41,24,19,2,6,18,0,13,2,8,2,0,4,8,11,2,0,3,41,0,0,0,24,0,0,0,0,0,0,0,8,0,0,0,0,0,1,61,41,0,0,0,8,1,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
82,FR_14.docx,french,4.022034143719536,0.07917059377945335,0.0073044297832233745,0.03440150801131008,0.03628652214891612,0.1491517436380773,0.012959472196041471,0.013430725730442978,0.004476908576814326,0.07563619227144204,0.000942507068803016,0.001413760603204524,0.06479736098020736,0.02285579641847314,0.0794062205466541,0.053016022620169655,0.03345900094250707,0.007540056550424128,0.07587181903864279,0.08906691800188501,0.073751178133836,0.05678605089538172,0.008718190386427899,0.000235626767200754,0.006597549481621112,0.004241281809613572,0.001649387370405278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,38,16,3,35,14,2,0,34,21,22,0,2,9,0,5,7,6,5,1,2,8,6,0,0,2,34,0,0,0,21,0,0,0,1,0,0,0,8,0,0,0,0,0,0,38,34,0,0,0,6,0,29,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0
83,FR_15.docx,french,4.037119800722937,0.08485892741761791,0.007753607581305191,0.03510661210424294,0.04264484169717855,0.15614904156795176,0.012707301313805729,0.01421494723239285,0.0047383157441309495,0.07279776006892096,0.002153779883695886,0.0004307559767391773,0.06396726254576782,0.025629980615981048,0.0738746500107689,0.05212147318544045,0.03273745423217747,0.009045875511522722,0.08076674563859573,0.07344389403402972,0.06741331035968125,0.0549213870342451,0.016368727116088735,0.0,0.005384449709239716,0.003661425802283007,0.0004307559767391773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,3,54,18,2,29,13,1,0,52,20,18,4,1,11,0,6,5,2,8,1,4,11,8,1,0,1,52,0,0,0,20,0,0,0,1,0,0,0,11,0,0,0,0,0,2,54,52,0,0,0,2,1,14,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0
84,FR_2.docx,french,4.0529684598812885,0.0892063492063492,0.009523809523809525,0.04,0.03650793650793651,0.14666666666666667,0.012380952380952381,0.010793650793650795,0.012380952380952381,0.07873015873015873,0.0006349206349206349,0.0009523809523809524,0.06412698412698413,0.035555555555555556,0.07492063492063492,0.058412698412698416,0.032063492063492065,0.009841269841269842,0.06317460317460317,0.07206349206349207,0.07682539682539682,0.04984126984126984,0.010476190476190476,0.00031746031746031746,0.006984126984126984,0.005079365079365079,0.00031746031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,40,12,0,14,9,1,0,38,12,13,1,4,6,0,1,2,6,3,0,6,7,6,0,0,1,38,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,40,38,0,0,0,6,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0
